[10.0 ns] clk=0 | rst=1 | inst_addr=0000000000 | inst_in=100110000000000000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=XXXXXXXXXXXXXXXX | done=0
[2770.0 ns] clk=0 | rst=0 | inst_addr=0000011011 | inst_in=011000000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[2790.0 ns] clk=0 | rst=0 | inst_addr=0000011011 | inst_in=011000000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[2810.0 ns] clk=0 | rst=0 | inst_addr=0000011011 | inst_in=011000000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[2830.0 ns] clk=0 | rst=0 | inst_addr=0000011011 | inst_in=011000000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[2850.0 ns] clk=0 | rst=0 | inst_addr=0000011011 | inst_in=011000000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[2870.0 ns] clk=0 | rst=0 | inst_addr=0000011100 | inst_in=010101000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[2890.0 ns] clk=0 | rst=0 | inst_addr=0000011100 | inst_in=010101000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[2910.0 ns] clk=0 | rst=0 | inst_addr=0000011100 | inst_in=010101000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[2930.0 ns] clk=0 | rst=0 | inst_addr=0000011100 | inst_in=010101000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[2950.0 ns] clk=0 | rst=0 | inst_addr=0000011100 | inst_in=010101000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[2970.0 ns] clk=0 | rst=0 | inst_addr=0000011101 | inst_in=000011100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[2990.0 ns] clk=0 | rst=0 | inst_addr=0000011101 | inst_in=000011100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3010.0 ns] clk=0 | rst=0 | inst_addr=0000011101 | inst_in=000011100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3030.0 ns] clk=0 | rst=0 | inst_addr=0000011101 | inst_in=000011100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3050.0 ns] clk=0 | rst=0 | inst_addr=0000011101 | inst_in=000011100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3070.0 ns] clk=0 | rst=0 | inst_addr=0000011110 | inst_in=001001100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3090.0 ns] clk=0 | rst=0 | inst_addr=0000011110 | inst_in=001001100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3110.0 ns] clk=0 | rst=0 | inst_addr=0000011110 | inst_in=001001100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3130.0 ns] clk=0 | rst=0 | inst_addr=0000011110 | inst_in=001001100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3150.0 ns] clk=0 | rst=0 | inst_addr=0000011110 | inst_in=001001100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3170.0 ns] clk=0 | rst=0 | inst_addr=0000011111 | inst_in=100001000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3190.0 ns] clk=0 | rst=0 | inst_addr=0000011111 | inst_in=100001000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3210.0 ns] clk=0 | rst=0 | inst_addr=0000011111 | inst_in=100001000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3230.0 ns] clk=0 | rst=0 | inst_addr=0000011111 | inst_in=100001000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3250.0 ns] clk=0 | rst=0 | inst_addr=0000011111 | inst_in=100001000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3270.0 ns] clk=0 | rst=0 | inst_addr=0000100000 | inst_in=011011000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3290.0 ns] clk=0 | rst=0 | inst_addr=0000100000 | inst_in=011011000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3310.0 ns] clk=0 | rst=0 | inst_addr=0000100000 | inst_in=011011000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3330.0 ns] clk=0 | rst=0 | inst_addr=0000100000 | inst_in=011011000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3350.0 ns] clk=0 | rst=0 | inst_addr=0000100000 | inst_in=011011000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3370.0 ns] clk=0 | rst=0 | inst_addr=0000100001 | inst_in=011110000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3390.0 ns] clk=0 | rst=0 | inst_addr=0000100001 | inst_in=011110000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3410.0 ns] clk=0 | rst=0 | inst_addr=0000100001 | inst_in=011110000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3430.0 ns] clk=0 | rst=0 | inst_addr=0000100001 | inst_in=011110000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3450.0 ns] clk=0 | rst=0 | inst_addr=0000100001 | inst_in=011110000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3470.0 ns] clk=0 | rst=0 | inst_addr=0000100010 | inst_in=101100000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3490.0 ns] clk=0 | rst=0 | inst_addr=0000100010 | inst_in=101100000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3510.0 ns] clk=0 | rst=0 | inst_addr=0000100010 | inst_in=101100000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3530.0 ns] clk=0 | rst=0 | inst_addr=0000100010 | inst_in=101100000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3550.0 ns] clk=0 | rst=0 | inst_addr=0000100010 | inst_in=101100000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3570.0 ns] clk=0 | rst=0 | inst_addr=0000100011 | inst_in=101100010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3590.0 ns] clk=0 | rst=0 | inst_addr=0000100011 | inst_in=101100010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3610.0 ns] clk=0 | rst=0 | inst_addr=0000100011 | inst_in=101100010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3630.0 ns] clk=0 | rst=0 | inst_addr=0000100011 | inst_in=101100010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3650.0 ns] clk=0 | rst=0 | inst_addr=0000100011 | inst_in=101100010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3670.0 ns] clk=0 | rst=0 | inst_addr=0000100100 | inst_in=101100100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3690.0 ns] clk=0 | rst=0 | inst_addr=0000100100 | inst_in=101100100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3710.0 ns] clk=0 | rst=0 | inst_addr=0000100100 | inst_in=101100100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3730.0 ns] clk=0 | rst=0 | inst_addr=0000100100 | inst_in=101100100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3750.0 ns] clk=0 | rst=0 | inst_addr=0000100100 | inst_in=101100100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3770.0 ns] clk=0 | rst=0 | inst_addr=0000100101 | inst_in=010010000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3790.0 ns] clk=0 | rst=0 | inst_addr=0000100101 | inst_in=010010000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3810.0 ns] clk=0 | rst=0 | inst_addr=0000100101 | inst_in=010010000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3830.0 ns] clk=0 | rst=0 | inst_addr=0000100101 | inst_in=010010000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3850.0 ns] clk=0 | rst=0 | inst_addr=0000100101 | inst_in=010010000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3870.0 ns] clk=0 | rst=0 | inst_addr=0000100110 | inst_in=001001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3890.0 ns] clk=0 | rst=0 | inst_addr=0000100110 | inst_in=001001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3910.0 ns] clk=0 | rst=0 | inst_addr=0000100110 | inst_in=001001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3930.0 ns] clk=0 | rst=0 | inst_addr=0000100110 | inst_in=001001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3950.0 ns] clk=0 | rst=0 | inst_addr=0000100110 | inst_in=001001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3970.0 ns] clk=0 | rst=0 | inst_addr=0000100111 | inst_in=001111010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[3990.0 ns] clk=0 | rst=0 | inst_addr=0000100111 | inst_in=001111010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[4010.0 ns] clk=0 | rst=0 | inst_addr=0000100111 | inst_in=001111010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[4030.0 ns] clk=0 | rst=0 | inst_addr=0000100111 | inst_in=001111010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[4050.0 ns] clk=0 | rst=0 | inst_addr=0000100111 | inst_in=001111010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[4070.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[4090.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[4110.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0101101001011010 | done=0
[4130.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[4150.0 ns] clk=0 | rst=0 | inst_addr=0000101000 | inst_in=101001010000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[4170.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[4190.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[4210.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000110100 | done=0
[4230.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000100 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[4250.0 ns] clk=0 | rst=0 | inst_addr=0000101001 | inst_in=101001100000000100 | data_addr=0000000100 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[4270.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000000100 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[4290.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[4310.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000000010 | done=0
[4330.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000001000 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4350.0 ns] clk=0 | rst=0 | inst_addr=0000101010 | inst_in=101001000000001000 | data_addr=0000001000 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4370.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000001000 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4390.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4410.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4430.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4450.0 ns] clk=0 | rst=0 | inst_addr=0000101011 | inst_in=100111010000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4470.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4490.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4510.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4530.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4550.0 ns] clk=0 | rst=0 | inst_addr=0000101100 | inst_in=100111100000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4570.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4590.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4610.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4630.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000001000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4650.0 ns] clk=0 | rst=0 | inst_addr=0000101101 | inst_in=100111000000001000 | data_addr=0000001000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4670.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000001000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4690.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4710.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4730.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4750.0 ns] clk=0 | rst=0 | inst_addr=0000101110 | inst_in=011001000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4770.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4790.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[4810.0 ns] clk=0 | rst=0 | inst_addr=0000101111 | inst_in=010110000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
