[10.0 ns] clk=0 | rst=1 | inst_addr=0000000000 | inst_in=100110000000000000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=XXXXXXXXXXXXXXXX | done=0
[5910.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[5930.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[5950.0 ns] clk=0 | rst=0 | inst_addr=0000111010 | inst_in=010000010000001101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[5970.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[5990.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[6010.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000000000001111 | done=0
[6030.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[6050.0 ns] clk=0 | rst=0 | inst_addr=0000111011 | inst_in=101010010000001001 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[6070.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[6090.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[6110.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0011010000110100 | done=0
[6130.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[6150.0 ns] clk=0 | rst=0 | inst_addr=0000111100 | inst_in=101010100000000110 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[6170.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[6190.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[6210.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000001000000010 | done=0
[6230.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6250.0 ns] clk=0 | rst=0 | inst_addr=0000111101 | inst_in=101010000000000111 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6270.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000000111 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6290.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6310.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6330.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000001001 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6350.0 ns] clk=0 | rst=0 | inst_addr=0000111110 | inst_in=101000010000001001 | data_addr=0000001001 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6370.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000001001 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6390.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6410.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6430.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6450.0 ns] clk=0 | rst=0 | inst_addr=0000111111 | inst_in=101000100000000110 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6470.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000110 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6490.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6510.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6530.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6550.0 ns] clk=0 | rst=0 | inst_addr=0001000000 | inst_in=101000000000000111 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6570.0 ns] clk=0 | rst=0 | inst_addr=0001000001 | inst_in=101110100001011010 | data_addr=0000000111 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6590.0 ns] clk=0 | rst=0 | inst_addr=0001000001 | inst_in=101110100001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6610.0 ns] clk=0 | rst=0 | inst_addr=0001000001 | inst_in=101110100001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6630.0 ns] clk=0 | rst=0 | inst_addr=0001000001 | inst_in=101110100001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6650.0 ns] clk=0 | rst=0 | inst_addr=0001000001 | inst_in=101110100001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6670.0 ns] clk=0 | rst=0 | inst_addr=0001000010 | inst_in=011010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6690.0 ns] clk=0 | rst=0 | inst_addr=0001000010 | inst_in=011010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6710.0 ns] clk=0 | rst=0 | inst_addr=0001000010 | inst_in=011010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6730.0 ns] clk=0 | rst=0 | inst_addr=0001000010 | inst_in=011010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6750.0 ns] clk=0 | rst=0 | inst_addr=0001000010 | inst_in=011010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6770.0 ns] clk=0 | rst=0 | inst_addr=0001000011 | inst_in=010111000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6790.0 ns] clk=0 | rst=0 | inst_addr=0001000011 | inst_in=010111000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6810.0 ns] clk=0 | rst=0 | inst_addr=0001000011 | inst_in=010111000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6830.0 ns] clk=0 | rst=0 | inst_addr=0001000011 | inst_in=010111000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6850.0 ns] clk=0 | rst=0 | inst_addr=0001000011 | inst_in=010111000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6870.0 ns] clk=0 | rst=0 | inst_addr=0001000100 | inst_in=000101100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6890.0 ns] clk=0 | rst=0 | inst_addr=0001000100 | inst_in=000101100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6910.0 ns] clk=0 | rst=0 | inst_addr=0001000100 | inst_in=000101100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6930.0 ns] clk=0 | rst=0 | inst_addr=0001000100 | inst_in=000101100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6950.0 ns] clk=0 | rst=0 | inst_addr=0001000100 | inst_in=000101100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6970.0 ns] clk=0 | rst=0 | inst_addr=0001000101 | inst_in=001011100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[6990.0 ns] clk=0 | rst=0 | inst_addr=0001000101 | inst_in=001011100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7010.0 ns] clk=0 | rst=0 | inst_addr=0001000101 | inst_in=001011100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7030.0 ns] clk=0 | rst=0 | inst_addr=0001000101 | inst_in=001011100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7050.0 ns] clk=0 | rst=0 | inst_addr=0001000101 | inst_in=001011100000001110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7070.0 ns] clk=0 | rst=0 | inst_addr=0001000110 | inst_in=100011000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7090.0 ns] clk=0 | rst=0 | inst_addr=0001000110 | inst_in=100011000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7110.0 ns] clk=0 | rst=0 | inst_addr=0001000110 | inst_in=100011000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7130.0 ns] clk=0 | rst=0 | inst_addr=0001000110 | inst_in=100011000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7150.0 ns] clk=0 | rst=0 | inst_addr=0001000110 | inst_in=100011000000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7170.0 ns] clk=0 | rst=0 | inst_addr=0001000111 | inst_in=011101000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7190.0 ns] clk=0 | rst=0 | inst_addr=0001000111 | inst_in=011101000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7210.0 ns] clk=0 | rst=0 | inst_addr=0001000111 | inst_in=011101000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7230.0 ns] clk=0 | rst=0 | inst_addr=0001000111 | inst_in=011101000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7250.0 ns] clk=0 | rst=0 | inst_addr=0001000111 | inst_in=011101000000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7270.0 ns] clk=0 | rst=0 | inst_addr=0001001000 | inst_in=100000000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7290.0 ns] clk=0 | rst=0 | inst_addr=0001001000 | inst_in=100000000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7310.0 ns] clk=0 | rst=0 | inst_addr=0001001000 | inst_in=100000000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7330.0 ns] clk=0 | rst=0 | inst_addr=0001001000 | inst_in=100000000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7350.0 ns] clk=0 | rst=0 | inst_addr=0001001000 | inst_in=100000000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7370.0 ns] clk=0 | rst=0 | inst_addr=0001001001 | inst_in=101110000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7390.0 ns] clk=0 | rst=0 | inst_addr=0001001001 | inst_in=101110000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7410.0 ns] clk=0 | rst=0 | inst_addr=0001001001 | inst_in=101110000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7430.0 ns] clk=0 | rst=0 | inst_addr=0001001001 | inst_in=101110000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7450.0 ns] clk=0 | rst=0 | inst_addr=0001001001 | inst_in=101110000000001111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7470.0 ns] clk=0 | rst=0 | inst_addr=0001001010 | inst_in=101110010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7490.0 ns] clk=0 | rst=0 | inst_addr=0001001010 | inst_in=101110010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7510.0 ns] clk=0 | rst=0 | inst_addr=0001001010 | inst_in=101110010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7530.0 ns] clk=0 | rst=0 | inst_addr=0001001010 | inst_in=101110010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7550.0 ns] clk=0 | rst=0 | inst_addr=0001001010 | inst_in=101110010000000100 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7570.0 ns] clk=0 | rst=0 | inst_addr=0001001011 | inst_in=101110100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7590.0 ns] clk=0 | rst=0 | inst_addr=0001001011 | inst_in=101110100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7610.0 ns] clk=0 | rst=0 | inst_addr=0001001011 | inst_in=101110100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7630.0 ns] clk=0 | rst=0 | inst_addr=0001001011 | inst_in=101110100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7650.0 ns] clk=0 | rst=0 | inst_addr=0001001011 | inst_in=101110100000000010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7670.0 ns] clk=0 | rst=0 | inst_addr=0001001100 | inst_in=010100000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7690.0 ns] clk=0 | rst=0 | inst_addr=0001001100 | inst_in=010100000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7710.0 ns] clk=0 | rst=0 | inst_addr=0001001100 | inst_in=010100000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7730.0 ns] clk=0 | rst=0 | inst_addr=0001001100 | inst_in=010100000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7750.0 ns] clk=0 | rst=0 | inst_addr=0001001100 | inst_in=010100000000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7770.0 ns] clk=0 | rst=0 | inst_addr=0001001101 | inst_in=001011000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7790.0 ns] clk=0 | rst=0 | inst_addr=0001001101 | inst_in=001011000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7810.0 ns] clk=0 | rst=0 | inst_addr=0001001101 | inst_in=001011000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7830.0 ns] clk=0 | rst=0 | inst_addr=0001001101 | inst_in=001011000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7850.0 ns] clk=0 | rst=0 | inst_addr=0001001101 | inst_in=001011000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7870.0 ns] clk=0 | rst=0 | inst_addr=0001001110 | inst_in=010001010000000101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7890.0 ns] clk=0 | rst=0 | inst_addr=0001001110 | inst_in=010001010000000101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7910.0 ns] clk=0 | rst=0 | inst_addr=0001001110 | inst_in=010001010000000101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7930.0 ns] clk=0 | rst=0 | inst_addr=0001001110 | inst_in=010001010000000101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7950.0 ns] clk=0 | rst=0 | inst_addr=0001001110 | inst_in=010001010000000101 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7970.0 ns] clk=0 | rst=0 | inst_addr=0001001111 | inst_in=101110010001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[7990.0 ns] clk=0 | rst=0 | inst_addr=0001001111 | inst_in=101110010001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8010.0 ns] clk=0 | rst=0 | inst_addr=0001001111 | inst_in=101110010001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8030.0 ns] clk=0 | rst=0 | inst_addr=0001001111 | inst_in=101110010001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8050.0 ns] clk=0 | rst=0 | inst_addr=0001001111 | inst_in=101110010001011010 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8070.0 ns] clk=0 | rst=0 | inst_addr=0001010000 | inst_in=000010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8090.0 ns] clk=0 | rst=0 | inst_addr=0001010000 | inst_in=000010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8110.0 ns] clk=0 | rst=0 | inst_addr=0001010000 | inst_in=000010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8130.0 ns] clk=0 | rst=0 | inst_addr=0001010000 | inst_in=000010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8150.0 ns] clk=0 | rst=0 | inst_addr=0001010000 | inst_in=000010000000000001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8170.0 ns] clk=0 | rst=0 | inst_addr=0001010001 | inst_in=000010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8190.0 ns] clk=0 | rst=0 | inst_addr=0001010001 | inst_in=000010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8210.0 ns] clk=0 | rst=0 | inst_addr=0001010001 | inst_in=000010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8230.0 ns] clk=0 | rst=0 | inst_addr=0001010001 | inst_in=000010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8250.0 ns] clk=0 | rst=0 | inst_addr=0001010001 | inst_in=000010000000001000 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8270.0 ns] clk=0 | rst=0 | inst_addr=0001010010 | inst_in=001000000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8290.0 ns] clk=0 | rst=0 | inst_addr=0001010010 | inst_in=001000000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8310.0 ns] clk=0 | rst=0 | inst_addr=0001010010 | inst_in=001000000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8330.0 ns] clk=0 | rst=0 | inst_addr=0001010010 | inst_in=001000000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8350.0 ns] clk=0 | rst=0 | inst_addr=0001010010 | inst_in=001000000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8370.0 ns] clk=0 | rst=0 | inst_addr=0001010011 | inst_in=001110000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8390.0 ns] clk=0 | rst=0 | inst_addr=0001010011 | inst_in=001110000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8410.0 ns] clk=0 | rst=0 | inst_addr=0001010011 | inst_in=001110000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8430.0 ns] clk=0 | rst=0 | inst_addr=0001010011 | inst_in=001110000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8450.0 ns] clk=0 | rst=0 | inst_addr=0001010011 | inst_in=001110000000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8470.0 ns] clk=0 | rst=0 | inst_addr=0001010100 | inst_in=101011010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8490.0 ns] clk=0 | rst=0 | inst_addr=0001010100 | inst_in=101011010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8510.0 ns] clk=0 | rst=0 | inst_addr=0001010100 | inst_in=101011010000001001 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=0000111100001111 | done=0
[8530.0 ns] clk=0 | rst=0 | inst_addr=0001010100 | inst_in=101011010000001001 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=1010101010101010 | done=0
[8550.0 ns] clk=0 | rst=0 | inst_addr=0001010100 | inst_in=101011010000001001 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=1010101010101010 | done=0
[8570.0 ns] clk=0 | rst=0 | inst_addr=0001010101 | inst_in=101011100000000110 | data_addr=0000001001 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=1010101010101010 | done=0
[8590.0 ns] clk=0 | rst=0 | inst_addr=0001010101 | inst_in=101011100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=1010101010101010 | done=0
[8610.0 ns] clk=0 | rst=0 | inst_addr=0001010101 | inst_in=101011100000000110 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=1010101010101010 | done=0
[8630.0 ns] clk=0 | rst=0 | inst_addr=0001010101 | inst_in=101011100000000110 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=1010101010101010 | done=0
[8650.0 ns] clk=0 | rst=0 | inst_addr=0001010101 | inst_in=101011100000000110 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=1010101010101010 | done=0
[8670.0 ns] clk=0 | rst=0 | inst_addr=0001010110 | inst_in=101011000000000111 | data_addr=0000000110 | data_R=1 | data_W=1 | data_in=0000000000000000 | data_out=1010101010101010 | done=0
[8690.0 ns] clk=0 | rst=0 | inst_addr=0001010110 | inst_in=101011000000000111 | data_addr=0000000000 | data_R=0 | data_W=0 | data_in=0000000000000000 | data_out=1010101010101010 | done=0
